participant,ID,substitute,sub_corr,sub_rt
39,25,バリカン,1,3
39,26,トリック,1,3
39,27,マグマ,1,1.714
39,28,にんにく,1,0.962
39,29,チャイム,1,1.915
39,30,ポスト,1,1.09
39,31,おみくじ,0,NA
39,32,リサイクル,1,2.819
39,33,サウナ,1,0.978
39,34,ゼッケン,0,NA
39,35,プール,1,2.193
39,36,テント,0,NA
