participant,ID,substitute,sub_corr,sub_rt
1,13,スプレー,1,0.839
1,14,おしぼり,1,2.086
1,15,ギャグ,1,0.814
1,16,カーテン,1,1.548
1,17,ストーブ,0,NA
1,18,ナイフ,0,NA
1,19,アルプス,1,2.391
1,20,クレーター,1,0.849
1,21,ビル,1,2.685
1,22,ホテル,1,1.174
1,23,こうもり,1,1.496
1,24,オアシス,1,0.892
