item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.464169025421,cong,1,0.676,0.723,6
2,ピアノ,baseline,1,1,NA,0.447311878204,cong,1,0.725,0.75,6
3,ニュース,baseline,1,1,NA,0.480685949326,incong,1,0.649,0.769,6
4,カップル,baseline,1,1,NA,0.580895185471,incong,1,0.886,1.179,6
5,ローマ,baseline,1,1,NA,0.497404098511,cong,1,0.684,0.778,6
6,トラック,baseline,1,1,NA,0.497182130814,cong,1,0.658,0.762,6
7,マナー,baseline,1,1,NA,0.481050014496,incong,1,0.964,1.982,6
8,カジノ,baseline,1,1,NA,0.47755408287,incong,1,0.671,1.039,6
9,ワニ,baseline,1,1,NA,0.563821792603,cong,1,0.623,0.707,6
10,おんぶ,baseline,1,1,NA,0.497548103333,cong,1,0.774,0.838,6
11,ムード,baseline,1,1,NA,0.478755950928,incong,1,0.681,1.14,6
12,ろうそく,baseline,1,1,NA,0.547238111496,incong,1,0.765,0.815,6
13,モデル,think,1,1,NA,0.481002807617,cong,1,0.652,0.632,6
14,まぐろ,think,1,1,NA,0.462047100067,cong,1,0.732,0.695,6
15,スーツ,think,1,1,NA,0.464174032211,incong,1,0.563,0.639,6
16,とんぼ,think,1,1,NA,0.580798864365,incong,1,0.718,0.718,6
17,カレー,think,1,1,NA,0.447521924973,cong,1,0.704,1.153,6
18,ダイヤ,think,1,1,NA,0.430812835693,cong,1,0.717,0.774,6
19,ラジオ,think,1,1,NA,0.51372718811,incong,1,1.207,1.853,6
20,ベランダ,think,1,1,NA,0.664024829865,incong,1,0.812,0.799,6
21,ジャズ,think,1,1,NA,0.680727005005,cong,1,0.79,0.725,6
22,ビール,think,1,1,NA,0.464334964752,cong,1,0.723,0.691,6
23,コンパス,think,1,1,NA,0.497712850571,incong,1,0.847,0.867,6
24,ゴルフ,think,1,1,NA,0.464028835297,incong,1,1.191,1.766,6
25,ほくろ,nothink,1,1,1,0.464114904404,cong,1,0.702,1.953,6
26,テーブル,nothink,1,0,1,0.464621067047,cong,1,0.729,NA,6
27,メートル,nothink,1,1,1,0.580773115158,incong,1,0.621,1.067,6
28,レンジ,nothink,1,0,1,0.397342920303,incong,1,0.82,NA,6
29,あじさい,nothink,1,1,1,0.480918169022,cong,1,0.824,2.235,6
30,はさみ,nothink,1,1,1,0.530910968781,cong,1,0.689,1.137,6
31,しゃもじ,nothink,1,1,1,0.513983011246,incong,1,0.688,1.52,6
32,バナナ,nothink,1,1,1,0.514032125473,incong,1,0.701,0.97,6
33,バケツ,nothink,1,1,1,0.380645036697,cong,1,1.211,2.543,6
34,うさぎ,nothink,1,1,1,0.41402888298,cong,1,0.869,2.352,6
35,うどん,nothink,1,1,1,0.564123153687,incong,1,0.656,1.417,6
36,カラス,nothink,1,1,1,0.463950157166,incong,1,0.788,1.112,6
