participant,ID,substitute,sub_corr,sub_rt
40,25,バリカン,1,1.586
40,26,トリック,1,0.778
40,27,マグマ,1,0.811
40,28,にんにく,1,1.052
40,29,チャイム,1,0.797
40,30,ポスト,1,0.846
40,31,おみくじ,1,1.039
40,32,リサイクル,1,1.162
40,33,サウナ,1,0.806
40,34,ゼッケン,1,0.764
40,35,プール,1,0.833
40,36,テント,1,2.517
