participant,ID,substitute,sub_corr,sub_rt
45,1,ランチ,0,NA
45,2,おしゃぶり,0,NA
45,3,モチつき,1,3
45,4,レール,0,NA
45,5,デッサン,1,1.311
45,6,あられ,1,1.792
45,7,シーソー,0,NA
45,8,マント,1,1.192
45,9,カード,1,1.528
45,10,うちわ,1,0.949
45,11,フィルム,0,NA
45,12,ふすま,0,NA
