item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,ほくろ,think,1,1,NA,0.447210073471,cong,1,0.862,1.018,11
2,テーブル,think,1,1,NA,0.614463090897,cong,1,1.007,0.748,11
3,あじさい,think,1,1,NA,0.547175884247,cong,1,1.076,0.765,11
4,はさみ,think,1,1,NA,0.630889892578,cong,1,0.768,0.829,11
5,バケツ,think,1,1,NA,0.447192907333,cong,1,0.754,0.801,11
6,うさぎ,think,1,1,NA,0.414016008377,cong,1,0.741,0.755,11
7,メートル,think,1,1,NA,0.580501079559,incong,1,0.746,0.726,11
8,レンジ,think,1,1,NA,0.430469989777,incong,1,0.674,0.778,11
9,しゃもじ,think,1,1,NA,0.48081612587,incong,1,0.672,0.723,11
10,バナナ,think,1,1,NA,0.478322982788,incong,1,0.693,0.749,11
11,うどん,think,1,1,NA,0.397144079208,incong,1,0.709,0.796,11
12,カラス,think,1,1,NA,0.430999994278,incong,1,0.888,0.887,11
13,モデル,nothink,1,1,1,0.630526065826,cong,1,0.779,1.304,11
14,まぐろ,nothink,1,1,1,0.430786132812,cong,1,1.052,0.942,11
15,カレー,nothink,1,1,1,0.614359140396,cong,1,0.8,1.183,11
16,ダイヤ,nothink,1,1,1,0.430903911591,cong,1,1.279,3,11
17,ジャズ,nothink,1,1,0,0.547147035599,cong,1,0.766,0.78,11
18,ビール,nothink,1,1,1,0.597190856934,cong,1,0.769,0.972,11
19,スーツ,nothink,1,1,1,0.663970947266,incong,1,0.694,0.935,11
20,とんぼ,nothink,1,1,1,0.563761949539,incong,1,0.798,0.982,11
21,ラジオ,nothink,1,1,1,0.63099598884600006,incong,1,1.272,0.974,11
22,ベランダ,nothink,1,1,1,0.497493982315,incong,1,1.053,1.077,11
23,コンパス,nothink,1,1,1,0.513772010803,incong,1,0.875,0.928,11
24,ゴルフ,nothink,1,1,1,0.380927085876,incong,1,0.803,1.399,11
25,みりん,baseline,1,1,NA,0.396946907043,cong,1,0.698,1.773,11
26,ピアノ,baseline,1,1,NA,0.463763952255,cong,1,0.794,0.804,11
27,ローマ,baseline,1,1,NA,0.614171981812,cong,1,0.702,0.807,11
28,トラック,baseline,1,1,NA,0.39734005928,cong,1,0.724,0.771,11
29,ワニ,baseline,1,1,NA,0.397560834885,cong,1,0.752,0.794,11
30,おんぶ,baseline,1,1,NA,0.430616140366,cong,1,0.72,0.796,11
31,ニュース,baseline,1,1,NA,0.580971002579,incong,1,0.676,0.767,11
32,カップル,baseline,1,1,NA,0.430790185928,incong,1,0.858,0.942,11
33,マナー,baseline,1,1,NA,0.613791942596,incong,1,1.583,0.886,11
34,カジノ,baseline,1,1,NA,0.464273929596,incong,1,0.905,1.374,11
35,ムード,baseline,1,1,NA,0.397154092789,incong,1,0.895,0.739,11
36,ろうそく,baseline,1,1,NA,0.59742307663,incong,1,1.099,1.336,11
