participant,ID,substitute,sub_corr,sub_rt
29,25,バリカン,1,1.17
29,26,トリック,1,1.611
29,27,マグマ,1,1.003
29,28,にんにく,1,1.718
29,29,チャイム,1,1.216
29,30,ポスト,1,0.851
29,31,おみくじ,1,1.271
29,32,リサイクル,0,NA
29,33,サウナ,1,1.649
29,34,ゼッケン,1,2.476
29,35,プール,1,2.115
29,36,テント,1,1.225
