participant,ID,substitute,sub_corr,sub_rt
47,13,スプレー,1,0.953
47,14,おしぼり,1,0.905
47,15,ギャグ,1,0.956
47,16,カーテン,1,0.912
47,17,ストーブ,1,2.746
47,18,ナイフ,1,1.217
47,19,アルプス,1,0.799
47,20,クレーター,1,0.827
47,21,ビル,1,1.678
47,22,ホテル,1,2.522
47,23,こうもり,1,1.094
47,24,オアシス,1,0.864
