word,condition,surppress,rate,participant
弁当 [弁当],cue,think,5,3
弁当 [みりん],tar,think,2,3
弁当 [ランチ],sub,think,2,3
幼児 [幼児],cue,think,5,3
幼児 [ピアノ],tar,think,3,3
幼児 [おしゃぶり],sub,think,3,3
新年 [新年],cue,think,5,3
新年 [ニュース],tar,think,3,3
新年 [モチつき],sub,think,2,3
電車 [電車],cue,think,5,3
電車 [カップル],tar,think,3,3
電車 [レール],sub,think,3,3
油絵 [油絵],cue,think,5,3
油絵 [ローマ],tar,think,2,3
油絵 [デッサン],sub,think,3,3
雨雲 [雨雲],cue,think,5,3
雨雲 [トラック],tar,think,2,3
雨雲 [あられ],sub,think,4,3
公園 [公園],cue,think,5,3
公園 [マナー],tar,think,4,3
公園 [シーソー],sub,think,4,3
王様 [王様],cue,think,5,3
王様 [カジノ],tar,think,2,3
王様 [マント],sub,think,2,3
財布 [財布],cue,think,5,3
財布 [ワニ],tar,think,2,3
財布 [カード],sub,think,4,3
浴衣 [浴衣],cue,think,5,3
浴衣 [おんぶ],tar,think,2,3
浴衣 [うちわ],sub,think,3,3
映画 [映画],cue,think,5,3
映画 [ムード],tar,think,3,3
映画 [フィルム],sub,think,4,3
和室 [和室],cue,think,4,3
和室 [ろうそく],tar,think,2,3
和室 [ふすま],sub,think,1,3
坊主 [坊主],cue,nothink,5,3
坊主 [ほくろ],tar,nothink,2,3
坊主 [バリカン],sub,nothink,3,3
手品 [手品],cue,nothink,5,3
手品 [テーブル],tar,nothink,5,3
手品 [トリック],sub,nothink,5,3
地球 [地球],cue,nothink,5,3
地球 [メートル],tar,nothink,2,3
地球 [マグマ],sub,nothink,3,3
餃子 [餃子],cue,nothink,5,3
餃子 [レンジ],tar,nothink,4,3
餃子 [にんにく],sub,nothink,4,3
学校 [学校],cue,nothink,5,3
学校 [あじさい],tar,nothink,3,3
学校 [チャイム],sub,nothink,4,3
郵便 [郵便],cue,nothink,5,3
郵便 [はさみ],tar,nothink,3,3
郵便 [ポスト],sub,nothink,4,3
神社 [神社],cue,nothink,5,3
神社 [しゃもじ],tar,nothink,2,3
神社 [おみくじ],sub,nothink,4,3
缶詰 [缶詰],cue,nothink,5,3
缶詰 [バナナ],tar,nothink,2,3
缶詰 [リサイクル],sub,nothink,2,3
銭湯 [銭湯],cue,nothink,5,3
銭湯 [バケツ],tar,nothink,3,3
銭湯 [サウナ],sub,nothink,4,3
競走 [競走],cue,nothink,5,3
競走 [うさぎ],tar,nothink,2,3
競走 [ゼッケン],sub,nothink,2,3
真夏 [真夏],cue,nothink,5,3
真夏 [うどん],tar,nothink,2,3
真夏 [プール],sub,nothink,4,3
野宿 [野宿],cue,nothink,5,3
野宿 [カラス],tar,nothink,2,3
野宿 [テント],sub,nothink,4,3
