item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.614151000977,cong,0,2.154,1.166,27
2,ピアノ,think,1,1,NA,0.480782985687,cong,0,1.732,0.941,27
3,ニュース,think,1,1,NA,0.564246177673,incong,0,0.698,1.092,27
4,カップル,think,1,1,NA,0.547456979752,incong,0,1.004,0.822,27
5,ローマ,think,1,1,NA,0.412254095078,cong,0,1.022,1.466,27
6,トラック,think,1,1,NA,0.497294902802,cong,0,0.889,1.494,27
7,マナー,think,1,1,NA,0.530719041824,incong,0,1.681,1.285,27
8,カジノ,think,1,1,NA,0.497372150421,incong,0,1.096,2.417,27
9,ワニ,think,1,1,NA,0.547358036041,cong,0,3,2.035,27
10,おんぶ,think,1,1,NA,0.480469942093,cong,0,1.196,1.028,27
11,ムード,think,1,1,NA,0.480503082275,incong,0,1.344,0.863,27
12,ろうそく,think,1,1,NA,0.480898141861,incong,0,1.355,NA,27
13,モデル,baseline,1,1,NA,0.47881603241,cong,0,1.167,1.546,27
14,まぐろ,baseline,1,1,NA,0.447280883789,cong,0,1.569,1.436,27
15,スーツ,baseline,1,1,NA,0.563984870911,incong,0,0.894,2.778,27
16,とんぼ,baseline,1,1,NA,0.747628927231,incong,0,1.173,0.949,27
17,カレー,baseline,1,0,NA,0.513924121857,cong,0,1.46,2.881,27
18,ダイヤ,baseline,1,1,NA,0.478114843369,cong,0,2.292,1.517,27
19,ラジオ,baseline,0,0,NA,0.480912208557,incong,0,NA,NA,27
20,ベランダ,baseline,1,1,NA,0.430759906769,incong,0,1.502,1.554,27
21,ジャズ,baseline,1,1,NA,0.447564840317,cong,0,1.077,0.852,27
22,ビール,baseline,1,1,NA,0.497339010239,cong,0,2.772,2.017,27
23,コンパス,baseline,1,1,NA,0.480772972107,incong,0,0.818,1.427,27
24,ゴルフ,baseline,1,1,NA,0.547294139862,incong,0,0.927,1.718,27
25,ほくろ,nothink,1,1,1,0.631004810333,cong,0,1.192,1.248,27
26,テーブル,nothink,1,1,1,0.497703075409,cong,0,1.375,1.211,27
27,メートル,nothink,1,1,1,0.480661153793,incong,0,0.722,0.952,27
28,レンジ,nothink,1,1,1,0.530568122864,incong,0,0.811,1.697,27
29,あじさい,nothink,1,1,0,0.464073896408,cong,0,2.02,NA,27
30,はさみ,nothink,1,0,1,0.480854034424,cong,0,NA,NA,27
31,しゃもじ,nothink,1,1,0,0.49769282341,incong,0,1.262,1.205,27
32,バナナ,nothink,1,1,0,0.480803012848,incong,0,1.923,1.563,27
33,バケツ,nothink,1,1,1,0.44766998291,cong,0,1.134,1.256,27
34,うさぎ,nothink,1,1,1,0.497351884842,cong,0,0.736,NA,27
35,うどん,nothink,1,1,1,0.564587116241,incong,0,1.237,1.11,27
36,カラス,nothink,1,1,1,0.51110291481,incong,0,1.162,1.669,27
