item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.397469043732,cong,0,1.07,2.027,31
2,ピアノ,nothink,1,0,1,0.54763007164,cong,0,1.385,NA,31
3,ニュース,nothink,1,1,1,0.547844171524,incong,0,0.965,0.956,31
4,カップル,nothink,1,1,1,0.447406053543,incong,0,0.745,1.073,31
5,ローマ,nothink,1,1,1,0.445367097855,cong,0,1.519,2.226,31
6,トラック,nothink,1,0,1,0.530776023865,cong,1,0.875,NA,31
7,マナー,nothink,1,1,1,0.413984060287,incong,0,2.079,1.841,31
8,カジノ,nothink,1,1,1,0.461737155914,incong,0,1.054,1.207,31
9,ワニ,nothink,1,1,1,0.497449874878,cong,0,0.807,1.052,31
10,おんぶ,nothink,1,1,1,0.381024122238,cong,0,2.436,2.599,31
11,ムード,nothink,1,1,1,0.430977106094,incong,0,1.522,1.51,31
12,ろうそく,nothink,1,0,1,0.447427034378,incong,0,1.311,NA,31
13,モデル,think,1,1,NA,0.414009094238,cong,0,1.329,1.475,31
14,まぐろ,think,1,1,NA,0.514238834381,cong,0,1.682,1.031,31
15,スーツ,think,1,1,NA,0.447458028793,incong,0,1.313,1.428,31
16,とんぼ,think,1,1,NA,0.431083202362,incong,0,2.024,1.217,31
17,カレー,think,1,1,NA,0.480820894241,cong,0,1.481,1.113,31
18,ダイヤ,think,1,1,NA,0.480848073959,cong,0,1.27,1.674,31
19,ラジオ,think,1,1,NA,0.630728960037,incong,0,1.586,0.98,31
20,ベランダ,think,1,1,NA,0.414113998413,incong,0,1.288,1.189,31
21,ジャズ,think,0,0,NA,0.514045000076,cong,0,NA,NA,31
22,ビール,think,1,1,NA,0.447479009628,cong,0,1.925,0.93,31
23,コンパス,think,1,1,NA,0.447345972061,incong,0,1.121,1.312,31
24,ゴルフ,think,1,1,NA,0.514276027679,incong,0,1.253,1.157,31
25,ほくろ,baseline,1,1,NA,0.514065980911,cong,0,0.768,0.865,31
26,テーブル,baseline,1,1,NA,0.480576038361,cong,0,1.086,1.294,31
27,メートル,baseline,1,1,NA,0.828944921494,incong,0,0.746,0.867,31
28,レンジ,baseline,1,1,NA,0.44389796257,incong,0,0.844,2.455,31
29,あじさい,baseline,1,1,NA,0.530569076538,cong,0,1.233,1.962,31
30,はさみ,baseline,0,1,NA,0.447447061539,cong,0,NA,1.527,31
31,しゃもじ,baseline,1,1,NA,0.447482824326,incong,0,0.688,0.722,31
32,バナナ,baseline,1,1,NA,0.347332954407,incong,0,0.828,1.183,31
33,バケツ,baseline,1,1,NA,1.04758286476,cong,0,0.936,1.158,31
34,うさぎ,baseline,1,1,NA,0.413995981216,cong,0,1.286,1.442,31
35,うどん,baseline,1,1,NA,0.347249031067,incong,1,1.674,1.774,31
36,カラス,baseline,1,1,NA,0.597853899002,incong,0,0.787,1.233,31
